⁉️|!?|?|interpunkční znaménka|otazník|vykřičník a otazník
ℹ️|informace
↔️|šipka doleva a doprava
↕️|šipka nahoru a dolů
↖️|severozápad|šipka doleva nahoru|směr|strany|světové|vedlejší
↗️|severovýchod|šipka doprava nahoru|směr|strany|světové|vedlejší
↘️|jihovýchod|šipka doprava dolů|směr|strany|světové|vedlejší
↙️|jihozápad|šipka doleva dolů|směr|strany|světové|vedlejší
⌨️|klávesnice|počítač
☀️|jasný|paprsky|počasí|slunce|slunečno|vesmír
☁️|mrak|oblak|počasí
☂️|déšť|deštník|oblečení|počasí
☃️|počasí|sněhulák|sníh|zima
☄️|kometa|vesmír
☑️|✓|okénko|políčko|zaškrtnuté políčko|zaškrtnutí
☔|déšť|deštník s kapkami deště|kapka|oblečení|počasí
☕|čaj|horký|káva|kouřící|nápoj|pára|pití|teplý nápoj
☘️|jetel|rostlina|trojlístek
☠️|lebka a zkřížené hnáty|příšera|smajlík|smrt|tělo|tvář|výraz|zkřížené hnáty
☢️|radioaktivita|radioaktivity|značka
☣️|biohazard|biologické|nebezpečí|riziko|značka
☦️|křesťanský|křesťanství|kříž|náboženství|pravoslavný kříž
☸️|buddhismus|dharma|kolo dharmy|náboženství
☹️|smajlík|tvář|výraz|zamračení|zamračený obličej
♈|beran|skopec|zvěrokruh
♉|býk|vůl|zvěrokruh
♐|střelec|zvěrokruh
♑|koza|kozoroh|zvěrokruh
♒|voda|vodnář|vodonoš|zvěrokruh
♓|ryba|ryby|zvěrokruh
♠️|barva|hra|karta|piky
♣️|barva|hra|karta|kříže
♥️|barva|hra|karta|srdce
♦️|barva|hra|kára|karta|káry
♨️|horké prameny|horko|horký pramen|lázeň|pára
⚒️|kladivo a špičák|nářadí|špičák
⚓|kotva|loď|zařízení
⚔️|meče|zbraň|zkřížené
⚖️|miskové váhy|nářadí|rovnováha|spravedlnost|váha|zvěrokruh
⚗️|alembik|chemie|destilace|destilační|křivule|náčiní|nádobí
⚙️|nářadí|ozubené kolo
✂️|nástroj|nůžky|střih|stříhání
✅|✓|tlačítko se značkou zaškrtnutí|zaškrtnutí|značka
✈️|doprava|letadlo|letoun
✉️|dopis|e-mail|email|obálka|pošta|psaní
✒️|hrot černého pera|pero
✔️|✓|zaškrtnutí|značka
✖️|×|krát|násobení|součin|x|znak|zrušení
✡️|davidova hvězda|hvězda|náboženství|židovský
✨|*|hvězda|jiskra|jiskry
✳️|*|hvězdička|osmicípá hvězdička
✴️|*|hvězda|osmicípá hvězda
❄️|počasí|sněhová vločka|sníh|zima
❇️|*|jiskérka|jiskra|jiskřička
❓|?|červený otazník|interpunkční znaménka|otazník
❔|?|bílý otazník|interpunkční znaménka|obrys|otazník
❕|!|bílý vykřičník|interpunkční znaménka|obrys|vykřičník
❗|!|červený vykřičník|interpunkční znaménka|vykřičník
❣️|interpunkce|srdce jako vykřičník|vykřičník|značka|znaménko
❤️|rudé srdce|srdce
➕|+|matematika|plus|sčítání|součet|znak plus
➖|-|−|matematika|minus|odčítání|rozdíl|znak minus
➗|÷|dělení|děleno|matematika|podíl|znak dělení
⤴️|šipka doprava stáčející se nahoru
⤵️|dolů|šipka doprava stáčející se dolů
〰️|čára|dlouhá vlnovka|interpunkce|interpunkční|pomlčka|vlnitá|vlny|znaménka
㊗️|blahopřejeme|gratulace|ideogram|japonština|štěstí|štítek s japonským znakem blahopřání|祝
㊙️|ideogram|japonština|štítek s japonským znakem tajné|tajemství|utajení|秘
😀|smajlík|tvář|úšklebek|výraz|zubící se obličej
😃|otevřený|smajlík|tvář|úsměv|ústa|výraz|zubící se obličej s velkýma očima
😄|oko|otevřený|smajlík|tvář|úsměv|ústa|výraz|zubící se obličej s usměvavýma očima
😁|oko|rozzářený obličej s usměvavýma očima|smajlík|tvář|úšklebek|úsměv|výraz
😆|otevřený|smajlík|smích|spokojený|tvář|úsměv|ústa|výraz|zubící se obličej s mžourajícíma očima
😅|otevřený|pot|smajlík|studený|tvář|úsměv|výraz|zubící se obličej s kapkou potu
🤣|obličej válející se smíchy|smajlík|smích|tvář|válet|výraz
😂|obličej slzící smíchy|radost|slzy|smajlík|smích|tvář|výraz
🙂|obličej s mírným úsměvem|smajlík|tvář|úsměv|výraz
🙃|převrácený obličej|smajlík|tvář|výraz|vzhůru nohama
😉|mrkající obličej|mrknutí|smajlík|tvář|výraz
😊|červenání|oko|ruměnec|smajlík|smějící se obličej s usměvavýma očima|tvář|úsměv|výraz|zardění
😇|anděl|fantasy|nevinný|pohádka|smajlík|svatozář|tvář|úsměv|usmívající se obličej se svatozáří|výraz
🥰|láska|usmívající se obličej se třemi srdíčky|zamilovanost|zbožňování
😍|láska|oko|smajlík|srdce|tvář|úsměv|usmívající se obličej se srdíčky místo očí|výraz
🤩|hvězda|obličej s hvězdami v očích|oči|šklebící|smajlík|tvář|výraz
😘|obličej posílající polibek|polibek|pusa|smajlík|srdce|tvář|výraz
😗|líbající obličej|polibek|pusa|smajlík|tvář|výraz
☺️|pohoda|silueta|smajlík|tvář|úsměv|usmívající se obličej|výraz
😚|líbající obličej se zavřenýma očima|oko|polibek|pusa|smajlík|tvář|výraz|zavřený
😙|líbající obličej s usměvavýma očima|oko|polibek|pusa|smajlík|tvář|úsměv|výraz
🥲|dojatý|hrdý|slza|smajlík|tvář|úleva|úsměv|usmívající se obličej se slzou|vděčný|výraz
😋|chutný|lahodný|mňam|olizující se obličej|smajlík|tvář|úsměv|výraz
😛|jazyk|obličej s vyplazeným jazykem|smajlík|tvář|výraz
😜|jazyk|mrkající obličej s vypláznutým jazykem|mrknutí|oko|smajlík|tvář|vtip|výraz
🤪|malé|oko|šílený obličej|velké
😝|chuť|děs|jazyk|mžourající obličej s vypláznutým jazykem|oko|smajlík|tvář|výraz
