⚙️|дэталь|інструмент|шасцярня|шасцярэнька
✂️|выразанне|інструмент|нажніцы
✅|белая|вялікая белая птушка|знак|птушка
✈️|пералёт|самалёт|транспарт
✉️|канверт|ліст|пошта|электронная пошта
✒️|асадка|вастрыё|пісьмо|пяро|чорнае пяро
✔️|знак птушкі|птушка
✖️|знак множання|множанне|скасаванне|х
✡️|давід|зорка давіда|іудаізм|рэлігія|яўрэй
✨|*|зорка|іскра|іскры
✳️|*|астэрыск|васьміканцовая|зорачка
✴️|*|васьміканцовая зорка|зорка
❄️|надвор’е|снег|сняжынка|халодны
❇️|*|іскра
❓|?|знак|пунктуацыя|пытальнік|пытанне
❔|?|белы пытальнік|знак|контур|пунктуацыя|пытанне
❕|!|белы клічнік|вокліч|знак|контур|пунктуацыя
❗|!|вокліч|знак|клічнік|пунктуацыя|чырвоны клічнік
❣️|знак прыпынку|клічнік у форме сэрца|сэрца
❤️|сэрца|чырвонае сэрца
➕|+|знак складання|матэматыка|плюс|складанне
➖|-|−|адніманне|знак аднімання|матэматыка|мінус
➗|÷|дзяленне|знак дзялення|матэматыка
⤴️|кірунак|стрэлка ўправа з паваротам уверх|уверх
⤵️|кірунак|стрэлка ўправа з паваротам уніз|уніз
〰️|працяжнік|пунктуацыя|хвалісты
㊗️|віншаванні|віншую|вітанні|ідэаграма «віншаванні» ў квадраце|кітайскае|пісьмо|японскае
㊙️|ідэаграма «сакрэтна» ў крузе|кітайскае|пісьмо|сакрэтна|японскае
🥹|горды|засмучаны|злы|плача|стрымлівае слёзы|стрымліваецца
🧌|казка|пачвара|троль|фантастычны
🩻|доктар|косткі|медыцына|рэнтген|шкілет
🩼|апора для хадзьбы|інваліднасць|калецтва|кастыль|кій|мыліца|палка
🪩|блікі|вечарына|гулянка|дыскатэка|люстраны шар|танцы
🪪|бяспека|дакумент|пасведчанне асобы
🪫|нізкі зарад|электроніка
🪬|амулет|ахова|марыя|мірыям|рука|фатыма|хамса
🪷|будызм|в’етнам|індуізм|індыя|кветка|лотас|чысціня
🪸|акіян|карал|рыф
🪹|гнездаванне|пустое гняздо
🪺|гнездаванне|гняздо з яйкамі
🫃|жывот|поўны|раздзьмуты|цяжарны мужчына
🫄|жывот|поўны|раздзьмуты|цяжарны чалавек
🫅|вялікасць|знаць|кароль|манарх|цар|чалавек з каронай
🫗|ліць вадкасць|напой|пустая|разліваць|шклянка
🫘|бабовыя|боб|ежа|нырка
🫙|ёмістасць|крама|прыправа|пустая|слоік|соус
🫠|вадкі|знікае|растае|раствараецца|твар растае
🫡|аддаць чэсць|вайсковец|вясёлы|салют|так|твар салютуе
🫢|захоплены|зачараваны|збянтэжаны|здзіўлены|недаверлівы|спалоханы|твар з расплюшчанымі вачыма і закрытым рукой ротам
🫣|закрыты твар падглядае адным вокам|зачараваны|падглядаць|утаропіцца
🫤|незадаволены|няўпэўнены|расчараваны|скептычны|твар са скошаным ротам|хм
🫥|дэпрэсіўны|знікае|інтраверт|невідзімка|твар, намаляваны пункцірам|хаваецца
🫦|дыскамфорт|закусванне губы|нервовасць|неспакой|страх|трывога|флірт
🫧|бурбалкі|газы|мыла|пад вадой|чысціня
🫰|грошы|дорага|каханне|пстрычка|рука са скрыжаванымі вялікім і ўказальным пальцамі|сэрца
🫱|направа|права|рука
🫲|лева|налева|рука
🫳|адпусціць|кінуць|прэч|псік|рука далонню ўніз
🫴|лавіць|падазваць|падзываць|падыдзі|прапанова|рука далонню ўверх|хадзі сюды
🫵|ты|указальны палец накіраваны на гледача|указанне
🫶|каханне|любоў|рукі ў форме сэрца
🛝|гульня|дзіцячая горка|парк адпачынку
🛞|абарот|кола|круг|пакрышка|шына
🛟|бяспека|круг|ратавальны круг|ратавальны сродак|ратаванне|сродак ратавання
🟰|матэматыка|роўнасць|тоўсты знак роўнасці
😀|зубы|усмешка|шырока ўсміхаецца
😃|адкрыты|рот|усмешка|усміхаецца з адкрытым ротам
😄|вочы|рот|усмешка|усміхаецца, адкрыўшы рот і прыплюшчыўшы вочы
😁|вочы|зубы|усмешка|шырока ўсміхаецца, прыплюшчыўшы вочы
😆|адкрыты|задаволены|рот|смех|смяецца, адкрыўшы рот і заплюшчыўшы вочы
😅|пот|усмешка|усміхаецца адкрытым ротам з халодным потам на лбе|халодны
🤣|качацца|качаюся са смеху|смех
😂|зубы|слёзы шчасця|смех|шчасце
🙂|злёгку ўсміхаецца|усмешка
🙃|дагары нагамі|твар
😉|падморгвае|падморгванне|твар
😊|вочы|румянец|усмешка|усміхаецца, прыплюшчыўшы вочы
😇|анёл|арэол|казачны|німб|нявінны|твар з німбам|усмешка
🥰|закаханасць|захапленне|каханне|твар з трыма сэрцамі ўсміхаецца|улюбёнасць
😍|закаханы твар|каханне|сэрца|усмешка
🤩|вочы|зорка|твар з зоркамі|ухмылка
😘|паветраны пацалунак|падморгванне|пацалунак|сэрца
😗|пацалунак|цалуе
☺️|спакойны|усмешка|усмешлівы твар|усміхаецца
😚|губы|заплюшчаныя вочы|пацалунак|цалуе, заплюшчыўшы вочы
😙|вочы|пацалунак|усмешка|цалуе, прыплюшчыўшы вочы
🥲|гордасць|палёгка|расчулены|сляза|удзячнасць|усмешка|усмешлівы твар са слязой
😋|гам|смакаванне|смачна|усмешка
😛|гарэза|паказвае язык|язык
😜|вочы|жарт|падморгванне|паказвае язык і падморгвае|язык
🤪|вар’яцкі твар|вока|вялікае|маленькае
😝|вочы|гарэза|паказвае язык, заплюшчыўшы вочы|смак|язык
🤑|грошы|рот|скнара|чую грошы
🤗|абдымае|абдымкі|твар
🤭|закрывае рукой рот|ой
🤫|ціха|цыц|шыкае|шыканне
🤔|гм|развага|роздум|у роздуме
🤐|замок|маўчу|рот на замок
🤨|не верыць|скептычны|твар з узнятым брывом
😐|абыякавы|нейтральны твар
😑|без эмоцый|каменны|невыразны
😶|маўклівы|рот|твар без рота|ціхі
😶‍🌫️|галава ў аблоках|рассеяны|твар у аблоках|твар у тумане
😏|усмешка|ухмылка|ухмыляецца
😒|зануда|незадаволены твар|нудны
🙄|вочы|закочвае вочы|закочванне|толькі не гэта
😬|грымаса|перакошаны|скрыўлены твар
😮‍💨|выдых|палёгка|перахапіла дыханне|свіст|твар выдыхае|уздых|шэпт
🤥|пінокіа|твар хлуса|хлусня
😌|адчувае палёгку|палёгка|як добра
😔|задуменны твар|засмучаны
😪|санлівасць|сонны твар
🤤|пускае сліну|пускаць|сліна
😴|сон|спіць|хррр
😷|доктар|маска|медыцына|твар у медыцынскай масцы|хворы
🤒|прастуда|твар з тэрмометрам|тэрмометр|хворы
🤕|выцятае месца|павязка|твар з павязкай на галаве|траўма
🤢|моташна|нудзіць|твар
🤮|ванітуе|ваніты|твар
🤧|твар|чхае
🥵|гарачы твар|горача|ліхаманка|перагрэў|пот|чырвоны твар
🥶|замярзае|змерзлы твар|ільдзінкі|мароз|сіні твар|холадна
🥴|адурманены|ап’янелы твар|нецвярозы|п’яны|перакошаны рот|разбягаюцца вочы
😵|галава круціцца|галавакружэнне|заблытаны
😵‍💫|адурманены|гіпноз|загіпнатызаваны|ого|спіраль|твар з вачыма-спіралямі|турботы
🤯|галава выбухае|шакіраваны
🤠|капялюш|каўбой у капелюшы
🥳|вечарына|дудка|капялюш|свята|святкуе
🥸|акуляры|інкогніта|маскіроўка|нос|твар пад маскіроўкай
😎|акуляры|круты|сонца|усмешка|усміхаецца ў сонечных акулярах
🤓|батан|гік|задрот|нёрд
🧐|напышлівы|твар з маноклем
😕|азадачаны|збіты з панталыку|разгублены твар
😟|занепакоены твар|устрывожаны
🙁|засмучэнне|злёгку засмучаны твар|нахмураны
😮|адкрыты|рот|спачуванне|твар з адкрытым ротам
😯|ашаломлены|здзіўлены|змоўклы|твар
😲|здзіўлены твар|цалкам|шакіраваны
😳|аслупянелы твар|збянтэжаны твар|здранцвелы твар
🥺|моліць|просіць|умольвае|шчанячы позірк
😦|адкрыты|засмучаны твар з адкрытым ротам|засмучэнне|нахмураны|рот
😧|пакута|пакутлівы твар|туга
😨|жах|напалоханы твар|напужаны|страх
😰|пот|рот|сіні|стома|твар з адкрытым ротам і халодным потам на лбе
😥|вух|палёгка|расчараванне з палёгкай|расчараваны
😢|плача|слёзы|сумны
😭|плача ўголас|рыданне|слёзы|сумны
😱|жах|крык|напалоханы|спалохана крычыць|страх
😖|безвыходнасць|бязвыхадны|гамон|тупік
😣|настойваць|упартасць|упарты твар
😞|засмучэнне|расчараванне|расчараваны твар
😓|няёмкасць|пот|халодны пот на твары
😩|змораны твар|стомлены
😫|стомлены твар
🥱|нуда|пазяхае|пазяханне|стома
😤|пара з носа|пераможца|трыумф|упартасць
😡|злы|лютасць|надзьмуты твар|чырвоны
😠|злуецца|злы|люты|шалёны
🤬|лаецца|твар са знакамі на роце
😈|казачны|рагацік з усмешкай|рогі|усмешка
👿|д’ябал|дэман|злы рагаты чорт|казачны|нячысцік|чорт
💀|казачны|монстр|смерць|чэрап
💩|какашка|камічны|фекаліі|фу
🤡|клоун|твар клоуна
👹|казачны|людажэр|монстр|стварэнне|японскі
👺|гоблін|казачны|монстр|стварэнне|японскі
👻|бу|казачны|монстр|прывід|стварэнне
👽|іншапланецянін|космас|нла|пазаземны|стварэнне
👾|космас|монстр-іншапланецянін|пазаземны|стварэнне
🤖|монстр|паўстанне машын|робат
😺|адкрыты|кот усміхаецца, адкрыўшы рот|рот|усмешка
😸|вочы|зубы|кот шырока ўсміхаецца, прыплюснуўшы вочы|усмешка
😹|зубы|кот плача ад шчасця|слёзы|смех
😻|закаханы кот|каханне|кот|сэрца|усмешка
😼|іранічны|кот са скрыўленай усмешкай|скрыўлены|усмешка
😽|вочы|кот цалуе, закрыўшы вочы|кот цалуе, заплюшчыўшы вочы|пацалунак
🙀|здзіўлены|змораны|кот|ох
😿|кот плача|плач|слёзы|сумны
😾|кот|крыўда|надзьмуты
🙈|бачыць|жэст|забаронена|малпа|нічога не бачу
🙉|жэст|забаронена|малпа|нічога не чую|чуць
🙊|жэст|забаронена|малпа|нічога не скажу|размаўляць
💋|губы|пацалунак|след ад пацалунку
💌|каханне|ліст|любоўны ліст|пошта|сэрца
💘|купідон|страла ў сэрцы|сэрца
💝|валянцінка|стужка|сэрца са стужачкай
💖|бліскучае сэрца|бляск|захапленне|зіхаценне|сэрца
💗|біццё|захапленне|сэрца, якое павялічваецца|хваляванне
💓|біццё|пульсуючае сэрца|сэрцабіцце|хваляванне
💞|кручэнне|сэрцы, якія круцяцца
💕|два сэрцы|каханне|сэрцы
💟|стылізаванае сэрца|сэрца
💔|разбітае|расчараванне|сэрца
❤️‍🔥|агонь|жаданне|каханне|святое сэрца|сэрца ў агні
❤️‍🩹|аднаўленне|выздараўленне|загойванне|лепей|паляпшэнне|папраўленне|сэрца загойваецца
🧡|аранжавае сэрца|аранжавы
💛|жоўтае сэрца|жоўты|сэрца
💚|зялёнае сэрца|зялёны|сэрца
💙|сіні|сіняе сэрца|сэрца
💜|сэрца|фіялетавае сэрца|фіялетавы
🤎|карычневае|сэрца
🖤|злосць|сэрца|чорнае
🤍|белае|сэрца
💯|100|ачкоў|максімум|сто
💢|злы|камічны|раздражненне|сімвал злосці|шалёны
💥|бабах|бум|выбух|камічны
💫|галавакружэнне|зоркі|камічны|прытомнасць
💦|камічны|пот|пырскі поту
💨|бег|знікненне|камічны|рывок
🕳️|дзірка
💣|бомба|камічны
💬|бурбалка|воблачка з тэкстам|дыялог|камічны
👁️‍🗨️|бурбалка з тэкстам|вока ў бурбалцы|сведка
🗨️|бурбалка з тэкстам злева|дыялог|маўленне
🗯️|бурбалка з абурэннем справа|воблачка|злы|шалёны
💭|бурбалка|воблачка з думкамі|думкі|камічны
💤|камічны|сон|храп
👋|вітаю|махае рукой|маханне|рука
🤚|далонь|паднятая
🖐️|паднятая рука з растапыранымі пальцамі|пальцы|растапырванне|рука
✋|паднятая рука|рука|стоп|цела
🖖|вулканскі салют|жэст|спок|стартрэк
👌|добра|жэст «ок»|ок|рука
🤌|жэст рукі|зведзеныя|пальцы|пытанне|сарказм|шчыпок
🤏|маленькая колькасць|тры пальцы
✌️|жэст перамогі|рука
🤞|скрыжаваныя пальцы|удача
🤟|ily|жэст «люблю цябе»|рука
🤘|жыве рок|жэст «каза»|пальцы|рогі|цела
🤙|жэст|пазвані мне|рука
👈|налева|палец|рука з указальным пальцам улева|указальны палец улева|цела
👉|направа|палец|рука з указальным пальцам управа|указальны палец управа|цела
👆|палец|рука з указальным пальцам уверх|угару|указальны палец уверх|цела
🖕|палец|рука|сярэдні палец|цела
👇|палец|рука з указальным пальцам уніз|указальны палец уніз|уніз|цела
☝️|палец|рука|угару|указальны палец уверх|цела
👍|+1|вялікі палец уверх|лайк|падабайка|палец|уверх
👎|-1|вялікі палец уніз|дызлайк|палец|уніз
✊|кулак|падняты кулак|рука|рэвалюцыя|удар
👊|кулак|ляціць кулак|небяспека|рука|удар
🤛|кулак|улева
🤜|кулак|управа
👏|авацыі|апладысменты|пляскае ў ладкі|плясканне|рука
🙌|жэст|рукі|свята|ура|чалавек паднімае рукі
👐|адкрытыя|бяспека|рукі
🤲|моліцца|складзеныя разам далоні
🤝|дамовіліся|поціск рук|рукапацісканне|сустрэча
🙏|жэст|калі ласка|малітва|просьба|рукі|складзеныя рукі
✍️|асадка|пісьмо|пішучая рука|рука|ручка
💅|догляд|касметыка|лак для ногцяў|ногці|рука
🤳|сэлфі|тэлефон|фота
💪|біцэпс|дэманстрацыя біцэпса|мышцы|спорт|цела
🦾|асаблівыя фізічныя патрэбы|інваліднасць|механічная рука|пратэз
🦿|асаблівыя фізічныя патрэбы|інваліднасць|механічная нага|пратэз
🦵|выспятак|канечнасць|нага
🦶|выспятак|ступня
👂|вуха|слых|цела
🦻|асаблівыя фізічныя патрэбы|вуха са слыхавым апаратам|дрэнны слых|інваліднасць
👃|нос|нюх|цела
🧠|мозг|разумны
🫀|кардыялогія|орган|пульс|сэрцабіцце|цэнтр
🫁|выдых|дыханне|лёгкія|орган|подых|удых
🦷|зуб|стаматолаг
🦴|косць|шкілет
👀|вока|вочы|твар
👁️|вока|зрок
👅|смак|цела|язык
👄|губы|рот
👶|малеча|немаўля
🧒|дзіця|малады|невядомы пол|нявызначаны пол
👦|дзіця|мужчына|хлопчык
👧|дзева|дзіця|дзяўчынка|жанчына|задыяк|малышка
🧑|дарослы чалавек|няпэўнага полу
👱|бялявы чалавек
👨|мужчына
🧔|барада|чалавек з барадой
🧔‍♂️|барада|мужчына: барада
👱‍♂️|бландзін|бялявы|мужчына
👩|жанчына
🧔‍♀️|барада|жанчына: барада
👱‍♀️|бландзінка|бялявая|жанчына
🧓|няпэўнага полу|у гадах|чалавек сталага ўзросту
👴|дзядуля|мужчына|стары
👵|бабуля|жанчына|старая
🙍|жэст|засмуціцца|засмучаны чалавек
🙍‍♂️|жэст|засмучаны|мужчына
🙍‍♀️|жанчына|жэст|засмучаная
🙎|жэст|крыўда|надзьмуты чалавек
🙎‍♂️|жэст|крыўда|мужчына|надзьмуты
🙎‍♀️|жанчына|жэст|крыўда|надзьмутая
🙅|жэст|забаронена|рука|супраць|чалавек супраць
🙅‍♂️|жэст|мужчына|нязгода|супраць
🙅‍♀️|жанчына|жэст|нязгода|супраць
🙆|добра|жэст|згода|ок|чалавек за|чалавек паказвае згоду
🙆‍♂️|добра|жэст|мужчына за|мужчына паказвае згоду|ок
🙆‍♀️|добра|жанчына за|жанчына паказвае згоду|жэст|ок
💁|бойкі|дапамога|інфармацыя|рука|чалавек трасе рукой
💁‍♂️|бойкі|мужчына працягвае руку|мужчына трасе рукой|трасе рукой
💁‍♀️|бойкая|жанчына трасе рукой|жанчына цягне руку|трасе рукой
🙋|жэст|паднятая рука|радасны|рука|чалавек цягне руку
🙋‍♂️|жэст|мужчына цягне руку|цягне руку
🙋‍♀️|жанчына цягне руку|жэст|цягне руку
🧏|вуха|глухі чалавек|даступнасць|слых
🧏‍♂️|глухі|мужчына
🧏‍♀️|глухая|жанчына
🙇|выбачэнне|кланяцца|прабач|чалавек кланяецца
🙇‍♂️|жэст|мужчына нізка кланяецца|павага|прабач
🙇‍♀️|жанчына нізка кланяецца|жэст|павага|прабач
🤦|далонь на твары|не магу паверыць|няма слоў|рука|твар|фэйспалм
🤦‍♂️|мужчына з далонню на твары|не магу паверыць|няма слоў|рука|фэйспалм
🤦‍♀️|жанчына з далонню на твары|не магу паверыць|няма слоў|рука|фэйспалм
🤷|не ведаю|паціскае плячыма
🤷‍♂️|мужчына паціскае плячыма|не ведаю|сумнеў|усё роўна
🤷‍♀️|жанчына паціскае плячыма|не ведаю|сумнеў|усё роўна
🧑‍⚕️|ахова здароўя|доктар|медсястра|медыцынскі работнік|тэрапеўт
👨‍⚕️|ахова здароўя|доктар|мужчына|тэрапеўт
👩‍⚕️|ахова здароўя|доктарка|жанчына|тэрапеўт
🧑‍🎓|выпускнік|навучэнец|студэнт
👨‍🎓|выпускнік|мужчына|студэнт
👩‍🎓|выпускніца|жанчына|студэнтка
🧑‍🏫|выкладчык|настаўнік|прафесар
👨‍🏫|выкладчык|мужчына|настаўнік|прафесар
👩‍🏫|выкладчыца|жанчына|настаўніца|прафесар
🧑‍⚖️|суддзя|шалі
👨‍⚖️|мужчына|правасуддзе|суддзя-мужчына|шалі
👩‍⚖️|жанчына|суддзя-жанчына|шалі
🧑‍🌾|агароднік|аграрый|фермер
👨‍🌾|агароднік|мужчына|фермер
👩‍🌾|агародніца|жанчына|фермерка
🧑‍🍳|кухар|повар|шэф
👨‍🍳|кухар|мужчына|шэф-повар
👩‍🍳|жанчына|кухарка|шэф-кухар
🧑‍🔧|майстар|механік|сантэхнік|электрык
👨‍🔧|майстар|механік|мужчына-механік|сантэхнік|электрык
👩‍🔧|жанчына-механік|майстрыха|механік|сантэхнік|электрык
🧑‍🏭|завадчанін|завод|мужчына|прамыслоўца|працаўнік
👨‍🏭|завод|мужчына|прамыслоўца|працаўнік завода
👩‍🏭|жанчына|завод|прамысловасць|працаўніца завода
🧑‍💼|белы каўнер|бізнес|менеджар|офіс|службовец
👨‍💼|белы каўнер|бізнес|менеджар|мужчына|офіс|служачы
👩‍💼|белы каўнер|бізнес|жанчына|менеджар|офіс|служачая
🧑‍🔬|біёлаг|навуковец|фізік|хімік
👨‍🔬|біёлаг|вучоны|мужчына|навуковец|фізік|хімік
👩‍🔬|біёлаг|вучоная|жанчына-навуковец|фізік|хімік
🧑‍💻|камп’ютаршчык|праграміст|распрацоўшчык|тэхнік
👨‍💻|камп’ютаршчык|мужчына|праграміст|распрацоўшчык|тэхнік
👩‍💻|жанчына-тэхнік|камп’ютаршчык|камп’ютаршчыца|праграмістка|распрацоўшчыца
🧑‍🎤|зорка|пяюн|рок|спеў|спявак|эстраднік
👨‍🎤|зорка|мужчына|рок|спеў|спявак|эстраднік
👩‍🎤|жанчына|зорка|рок|спеў|спявачка|эстрадніца
🧑‍🎨|жывапісец|мастак|палітра
👨‍🎨|мастак|мужчына|палітра|пэндзаль
👩‍🎨|жанчына|мастачка|палітра|пэндзаль
🧑‍✈️|пілот|самалёт
👨‍✈️|мужчына-пілот|пілот|самалёт
👩‍✈️|жанчына-пілот|пілот|самалёт
🧑‍🚀|астранаўт|касманаўт|ракета
👨‍🚀|касманаўт|космас|мужчына|ракета
👩‍🚀|жанчына|касманаўтка|космас|ракета
🧑‍🚒|пажарная машына|пажарны
👨‍🚒|мужчына|пажарная машына|пажарнік
👩‍🚒|жанчына-пажарны|пажарная машына|пажарніца
👮|афіцэр|паліцыянт
👮‍♂️|афіцэр|мужчына|паліцыянт|паліцэйскі
👮‍♀️|афіцэр|жанчына-паліцыянт|паліцыянт|паліцэйская
🕵️|дэтэктыў|сышчык|шпіён
🕵️‍♂️|дэтэктыў|мужчына|сышчык|шпіён
🕵️‍♀️|дэтэктыў|жанчына|сышчыца|шпіёнка
💂|ахоўнік|варта|ганаровая варта|гвардыя
💂‍♂️|ахоўнік|ганаровая варта|гвардыя|каравульны|мужчына
💂‍♀️|ахоўніца|ганаровая варта|гвардыя|жанчына
🥷|баец|ніндзя|нябачны|схаваны
👷|будаўнік|будаўніцтва|каска|рабочы
👷‍♂️|будаўніцтва|мужчына-будаўнік|рабочы
👷‍♀️|будаўніца|будаўніцтва|жанчына|работніца
🤴|прынц
👸|казачны|карона|прынцэса|фантазія
👳|турбан|чалавек у турбане
👳‍♂️|мужчына ў турбане|турбан
👳‍♀️|жанчына ў турбане|турбан
👲|мужчына ў кітайскай шапачцы|цын|цюбецейка|шапка
🧕|жанчына ў хустцы|мантылья|хіджаб|хустка|ціхль
🤵|жаніх|мужчына ў смокінгу|смокінг|чалавек у смокінгу
🤵‍♂️|мужчына ў смокінгу|смокінг
🤵‍♀️|жанчына ў смокінгу|смокінг
👰|вэлюм|вяселле|нявеста ў вэлюме
👰‍♂️|вэлюм|вяселле|мужчына ў вэлюме
👰‍♀️|вэлюм|вяселле|жанчына ў вэлюме
🤰|цяжарная
🤱|грудзі|дзіця|кармленне|кормячая маці
👩‍🍼|дзіця|жанчына корміць дзіця|кармленне
👨‍🍼|дзіця|кармленне|мужчына корміць дзіця
🧑‍🍼|дзіця|кармленне|чалавек корміць дзіця
👼|анёлак|дзіця|казачны|німб
🎅|дзед мароз|каляды|раство|санта клаус|свята
🤶|каляды|місіс клаус|новы год|снягурка
🧑‍🎄|клаус, каляды, раство|спадарыня клаус
🦸|гераіня|герой|дабро|супергерой|суперсіла
🦸‍♂️|герой|дабро|мужчына-супергерой|суперсіла
🦸‍♀️|гераіня|герой|дабро|жанчына-супергерой|суперсіла
🦹|злачынца|зло|ліхадзей|суперзлачынца|суперсіла
🦹‍♂️|злачынца|зло|ліхадзей|мужчына|суперзлачынец|суперсіла
🦹‍♀️|жанчына|злачынца|зло|ліхадзей|суперзлачынка|суперсіла
🧙|ведзьма|вядзьмак|чараўнік|чараўніца
🧙‍♂️|вядзьмак|чарадзей|чараўнік
🧙‍♀️|ведзьма|чарадзейка|чараўніца
🧚|абэрон|пак|тытанія|фея
🧚‍♂️|абэрон|мужчына-фея|пак
🧚‍♀️|жанчына-фея|тытанія
🧛|бессмяротны|вампір|дракула
🧛‍♂️|бессмяротны|дракула|мужчына-вампір
🧛‍♀️|бессмяротны|вампірка
🧜|жанчына|мужчына|русалка|русалкі
🧜‍♂️|мужчына-русалка|трытон
🧜‍♀️|жанчына-русалка|русалка
🧝|казачныя|эльф
🧝‍♂️|казачны|мужчына-эльф
🧝‍♀️|казачная|эльфійка
🧞|джын
🧞‍♂️|джын|мужчына-джын
🧞‍♀️|джын|жанчына-джын
🧟|жывы мярцвяк|зомбі
🧟‍♂️|жывы мярцвяк|мужчына-зомбі
🧟‍♀️|жанчына-зомбі|жывы мярцвяк
💆|масаж|салон|твар|чалавека масажуюць
💆‍♂️|масаж|мужчына|мужчыну масажуюць|твар
💆‍♀️|жанчына|жанчыну масажуюць|масаж|твар
💇|нажніцы|прыгажосць|стрыгчыся|цырульнік|чалавеку стрыгуць валоссе
💇‍♂️|валоссе|мужчына|мужчыне стрыгуць валоссе|нажніцы|цырульня
💇‍♀️|валоссе|жанчына|жанчыне стрыгуць валоссе|нажніцы|цырульня
🚶|пешшу|хадзьба|чалавек ідзе|шпацыраваць
🚶‍♂️|мужчына ідзе|пешшу|хадзьба|шпацыраваць
🚶‍♀️|жанчына ідзе|пешшу|хадзьба|шпацыраваць
🧍|стаяць|стойма|чалавек стаіць
🧍‍♂️|мужчына|стаіць
🧍‍♀️|жанчына|стаіць
🧎|кленчыць|стаяць на каленях|чалавек на каленях
🧎‍♂️|мужчына стаіць на каленях|стаіць на каленях
🧎‍♀️|жанчына стаіць на каленях|стаіць на каленях
🧑‍🦯|асаблівыя фізічныя патрэбы|інваліднасць|сляпы|чалавек з палкай
👨‍🦯|асаблівыя фізічныя патрэбы|інваліднасць|мужчына з палкай|сляпы
👩‍🦯|асаблівыя фізічныя патрэбы|жанчына з палкай|інваліднасць|сляпы
🧑‍🦼|асаблівыя фізічныя патрэбы|інваліднасць|інвалідная каляска|чалавек у інваліднай калясцы з маторам
👨‍🦼|асаблівыя фізічныя патрэбы|інваліднасць|інвалідная каляска|мужчына ў інваліднай калясцы з маторам
👩‍🦼|асаблівыя фізічныя патрэбы|жанчына ў інваліднай калясцы з маторам|інваліднасць|інвалідная каляска
🧑‍🦽|асаблівыя фізічныя патрэбы|інваліднасць|інвалідная каляска|чалавек у калясцы з ручным прывадам
👨‍🦽|асаблівыя фізічныя патрэбы|інваліднасць|інвалідная каляска|мужчына ў калясцы з ручным прывадам
👩‍🦽|асаблівыя фізічныя патрэбы|жанчына ў калясцы з ручным прывадам|інваліднасць|інвалідная каляска
🏃|бег|марафон|чалавек бяжыць
🏃‍♂️|бег|марафон|мужчына бяжыць|спорт
🏃‍♀️|бег|жанчына бяжыць|марафон|спорт
💃|жанчына|танцорка|танцы
🕺|танцор
🕴️|бізнес|касцюм|мужчына ў дзелавым касцюме левітуе
👯|вуха|жанчыны|заяц|людзі весяляцца|танцор
👯‍♂️|вечарына|заечыя вушы|мужчыны весяляцца|танцор
👯‍♀️|вечарына|жанчыны весяляцца|заечыя вушы|танцорка
🧖|лазня|сауна|чалавек у лазні
🧖‍♂️|лазня|мужчына ў лазні|сауна
🧖‍♀️|жанчына ў лазні|лазня|сауна
🧗|альпініст|чалавек падымаецца на гару
🧗‍♂️|альпініст|мужчына падымаецца на гару
🧗‍♀️|альпіністка|жанчына падымаецца на гару
🤺|рапіра|спорт|фехтавальшчык|фехтаванне|чалавек
🏇|бегавы конь|гонкі|жакей|конь|скачкі
⛷️|лыжнік|лыжныя палкі|лыжы|снег|спорт
🏂|снаўбардыст|снаўборд|снег|спорт
